WSBrewWortCoolerType_Monitoring_Process_TemperatureRunback,50325,Object
WSBrewWortCoolerType_Monitoring_Process_LifetimeSterileFilter,60027,Variable
WSBrewWortCoolerType_Monitoring_Process_CounterNormalBatches,60028,Variable
WSBrewWortCoolerType_Monitoring_Process_VolumeFlow,50326,Object
WSBrewWortCoolerType_Monitoring_Process_QuantityColdWort,50327,Object
WSBrewWortCoolerType_Monitoring_Process_QuantityCastWort,50328,Object
WSBrewWortCoolerType_Monitoring_Process_ExtractProduct,50329,Object
WSBrewWortCoolerType_Monitoring_Process_pHValueProduct,50330,Object
WSBrewWortCoolerType_Monitoring_Process_QuantityYeast,50331,Object
WSBrewWortCoolerType_Monitoring_Process_QuantityColdWater,50332,Object
WSBrewWortCoolerType_Monitoring_Process_QuantityIceWater,50333,Object
WSBrewWortCoolerType_Monitoring_Process_ProductColor,50334,Object
WSBrewWortCoolerType_Monitoring_Process_InternationalBitterUnits,50335,Object
WSBrewWortCoolerType_Monitoring_Status,50336,Object
WSBrewWortCoolerType_Monitoring_Status_OperatingMode,50337,Object
WSBrewWortCoolerType_Monitoring_Status_PackMLBaseStateMachine,50338,Object
WSBrewWortCoolerType_Monitoring_Status_PackMLBaseStateMachine_MachineState,50339,Object
WSBrewWortCoolerType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState,50340,Object
WSBrewWortCoolerType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState_RunningState,50341,Object
WSBrewWortCoolerType_Notifications,50342,Object
WSBrewFlotationsTankType,10021,ObjectType
WSBrewFlotationsTankType_Monitoring,50343,Object
WSBrewFlotationsTankType_Monitoring_Consumption,50344,Object
WSBrewFlotationsTankType_Monitoring_Consumption_Electricity,50345,Object
WSBrewFlotationsTankType_Monitoring_Consumption_Electricity_Main,50346,Object
WSBrewFlotationsTankType_Monitoring_Consumption_SterileAir,50347,Object
WSBrewFlotationsTankType_Monitoring_Consumption_SterileAir_Main,50348,Object
WSBrewFlotationsTankType_Monitoring_Process,50349,Object
WSBrewFlotationsTankType_Monitoring_Process_LifetimeSterileFilter,60029,Variable
WSBrewFlotationsTankType_Monitoring_Process_QuantityYeast,50350,Object
WSBrewFlotationsTankType_Monitoring_Process_O2inProduct,50351,Object
WSBrewFlotationsTankType_Monitoring_Process_MicrobiologyTestResult,60030,Variable
WSBrewFlotationsTankType_Monitoring_Process_YeastCellCounting,50352,Object
WSBrewPropagatorType,10022,ObjectType
